device_equip_type,device_eq_description,device_vendor,device_model,device_serial_number,device_ip,device_version_summary,device_mgmt_ip,device_fw_type,device_fw_version,device_contact,device_location,device_hostname,unique_id,device_object,org_id,parent_sn,CLLI_code,collection_timestamp,target,total_eth_ports,up_eth_ports,down_eth_ports,admin_down_eth_ports,device,node_label,node_type,node_id,device_status,timestamp,device_role,_RDA_Id,count_,projectId,customerId,location_locationName,location_longitude,location_latitude,Country,State,City,device_additional_ips,family,Product_Family,product_type,__uuid
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan130,Interface,,,CFX-Main,2025-03-20T12:54:48.277609,,,,,,,,,,,2025-03-20T12:54:49.990897,,17424752900170408890c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan129,Interface,,,CFX-Main,2025-03-20T12:54:48.277396,,,,,,,,,,,2025-03-20T12:54:49.990844,,17424752900170408790c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan128,Interface,,,CFX-Main,2025-03-20T12:54:48.277155,,,,,,,,,,,2025-03-20T12:54:49.990789,,17424752900170408690c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan127,Interface,,,CFX-Main,2025-03-20T12:54:48.276805,,,,,,,,,,,2025-03-20T12:54:49.990735,,17424752900170408590c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan126,Interface,,,CFX-Main,2025-03-20T12:54:48.276591,,,,,,,,,,,2025-03-20T12:54:49.990679,,17424752900160408490c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan125,Interface,,,CFX-Main,2025-03-20T12:54:48.276375,,,,,,,,,,,2025-03-20T12:54:49.990620,,17424752900160408390c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan124,Interface,,,CFX-Main,2025-03-20T12:54:48.276158,,,,,,,,,,,2025-03-20T12:54:49.990542,,17424752900160408290c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan123,Interface,,,CFX-Main,2025-03-20T12:54:48.275917,,,,,,,,,,,2025-03-20T12:54:49.990489,,17424752900160408190c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan122,Interface,,,CFX-Main,2025-03-20T12:54:48.275655,,,,,,,,,,,2025-03-20T12:54:49.990436,,17424752900160408090c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan121,Interface,,,CFX-Main,2025-03-20T12:54:48.275436,,,,,,,,,,,2025-03-20T12:54:49.990382,,17424752900160407990c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan120,Interface,,,CFX-Main,2025-03-20T12:54:48.275173,,,,,,,,,,,2025-03-20T12:54:49.990328,,17424752900160407890c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan119,Interface,,,CFX-Main,2025-03-20T12:54:48.270851,,,,,,,,,,,2025-03-20T12:54:49.990275,,17424752900160407790c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan118,Interface,,,CFX-Main,2025-03-20T12:54:48.270646,,,,,,,,,,,2025-03-20T12:54:49.990222,,17424752900160407690c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan117,Interface,,,CFX-Main,2025-03-20T12:54:48.270438,,,,,,,,,,,2025-03-20T12:54:49.990168,,17424752900160407590c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan116,Interface,,,CFX-Main,2025-03-20T12:54:48.270231,,,,,,,,,,,2025-03-20T12:54:49.990104,,17424752900160407490c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan115,Interface,,,CFX-Main,2025-03-20T12:54:48.270015,,,,,,,,,,,2025-03-20T12:54:49.990039,,17424752900160407390c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan114,Interface,,,CFX-Main,2025-03-20T12:54:48.269764,,,,,,,,,,,2025-03-20T12:54:49.989985,,17424752900160407290c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan113,Interface,,,CFX-Main,2025-03-20T12:54:48.269553,,,,,,,,,,,2025-03-20T12:54:49.989929,,17424752900160407190c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan112,Interface,,,CFX-Main,2025-03-20T12:54:48.269342,,,,,,,,,,,2025-03-20T12:54:49.989875,,17424752900160407090c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan111,Interface,,,CFX-Main,2025-03-20T12:54:48.269119,,,,,,,,,,,2025-03-20T12:54:49.989822,,17424752900160406990c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan110,Interface,,,CFX-Main,2025-03-20T12:54:48.268861,,,,,,,,,,,2025-03-20T12:54:49.989768,,17424752900160406890c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan109,Interface,,,CFX-Main,2025-03-20T12:54:48.268650,,,,,,,,,,,2025-03-20T12:54:49.989713,,17424752900160406790c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan108,Interface,,,CFX-Main,2025-03-20T12:54:48.268432,,,,,,,,,,,2025-03-20T12:54:49.989659,,17424752900160406690c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan107,Interface,,,CFX-Main,2025-03-20T12:54:48.268187,,,,,,,,,,,2025-03-20T12:54:49.989604,,17424752900160406590c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan106,Interface,,,CFX-Main,2025-03-20T12:54:48.263915,,,,,,,,,,,2025-03-20T12:54:49.989535,,17424752900160406490c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan105,Interface,,,CFX-Main,2025-03-20T12:54:48.263711,,,,,,,,,,,2025-03-20T12:54:49.989481,,17424752900160406390c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan104,Interface,,,CFX-Main,2025-03-20T12:54:48.263504,,,,,,,,,,,2025-03-20T12:54:49.989427,,17424752900160406290c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan103,Interface,,,CFX-Main,2025-03-20T12:54:48.263297,,,,,,,,,,,2025-03-20T12:54:49.989373,,17424752900160406190c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan102,Interface,,,CFX-Main,2025-03-20T12:54:48.263075,,,,,,,,,,,2025-03-20T12:54:49.989318,,17424752900160406090c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan101,Interface,,,CFX-Main,2025-03-20T12:54:48.262741,,,,,,,,,,,2025-03-20T12:54:49.989262,,17424752900160405990c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan100,Interface,,,CFX-Main,2025-03-20T12:54:48.262512,,,,,,,,,,,2025-03-20T12:54:49.989208,,17424752900160405890c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan9,Interface,,,CFX-Main,2025-03-20T12:54:48.262293,,,,,,,,,,,2025-03-20T12:54:49.989154,,17424752900160405790c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan8,Interface,,,CFX-Main,2025-03-20T12:54:48.262083,,,,,,,,,,,2025-03-20T12:54:49.989099,,17424752900160405690c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan7,Interface,,,CFX-Main,2025-03-20T12:54:48.261861,,,,,,,,,,,2025-03-20T12:54:49.989043,,17424752900160405590c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan6,Interface,,,CFX-Main,2025-03-20T12:54:48.261655,,,,,,,,,,,2025-03-20T12:54:49.988982,,17424752900160405490c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan5,Interface,,,CFX-Main,2025-03-20T12:54:48.261447,,,,,,,,,,,2025-03-20T12:54:49.988928,,17424752900160405390c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan4,Interface,,,CFX-Main,2025-03-20T12:54:48.261237,,,,,,,,,,,2025-03-20T12:54:49.988874,,17424752900160405290c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan3,Interface,,,CFX-Main,2025-03-20T12:54:48.261014,,,,,,,,,,,2025-03-20T12:54:49.988820,,17424752900160405190c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan2,Interface,,,CFX-Main,2025-03-20T12:54:48.260789,,,,,,,,,,,2025-03-20T12:54:49.988765,,17424752900160405090c6c138,1,,,,,,,,,,,,,
,WS-C3560X-24,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,10.95.158.1,Cisco IOS,15.2(3)E,cfxsupport@cloudfabrix.com,CFX-Pleasanton-HQ,CFX-MainSwitch.cfx.local,10.95.158.1_Vlan1,Interface,,,CFX-Main,2025-03-20T12:54:48.260554,,,,,,,,,,,2025-03-20T12:54:49.988710,,17424752900160404990c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,10.95.131.56,Cisco NX-OS,7.1(5)N1(1),who@where,snmplocation,N5548-DR-B,10.95.131.56_vfc402,Interface,,,N5548-DR,2025-03-20T12:54:48.260342,,,,,,,,,,,2025-03-20T12:54:49.988654,,17424752900160404890c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,10.95.131.56,Cisco NX-OS,7.1(5)N1(1),who@where,snmplocation,N5548-DR-B,10.95.131.56_vfc5,Interface,,,N5548-DR,2025-03-20T12:54:48.260128,,,,,,,,,,,2025-03-20T12:54:49.988598,,17424752900160404790c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,10.95.131.56,Cisco NX-OS,7.1(5)N1(1),who@where,snmplocation,N5548-DR-B,10.95.131.56_vfc4,Interface,,,N5548-DR,2025-03-20T12:54:48.259901,,,,,,,,,,,2025-03-20T12:54:49.988530,,17424752900160404690c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,10.95.131.56,Cisco NX-OS,7.1(5)N1(1),who@where,snmplocation,N5548-DR-B,10.95.131.56_vfc3,Interface,,,N5548-DR,2025-03-20T12:54:48.259685,,,,,,,,,,,2025-03-20T12:54:49.988472,,17424752900160404590c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,10.95.131.56,Cisco NX-OS,7.1(5)N1(1),who@where,snmplocation,N5548-DR-B,10.95.131.56_vfc2,Interface,,,N5548-DR,2025-03-20T12:54:48.259449,,,,,,,,,,,2025-03-20T12:54:49.988404,,17424752900160404490c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,10.95.131.56,Cisco NX-OS,7.1(5)N1(1),who@where,snmplocation,N5548-DR-B,10.95.131.56_vfc1,Interface,,,N5548-DR,2025-03-20T12:54:48.258877,,,,,,,,,,,2025-03-20T12:54:49.988350,,17424752900160404390c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,10.95.131.56,Cisco NX-OS,7.1(5)N1(1),who@where,snmplocation,N5548-DR-B,10.95.131.56_Ethernet1/32,Interface,,,N5548-DR,2025-03-20T12:54:48.258671,,,,,,,,,,,2025-03-20T12:54:49.988293,,17424752900160404290c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,10.95.131.56,Cisco NX-OS,7.1(5)N1(1),who@where,snmplocation,N5548-DR-B,10.95.131.56_Ethernet1/31,Interface,,,N5548-DR,2025-03-20T12:54:48.258462,,,,,,,,,,,2025-03-20T12:54:49.988235,,17424752900160404190c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,10.95.131.56,Cisco NX-OS,7.1(5)N1(1),who@where,snmplocation,N5548-DR-B,10.95.131.56_Ethernet1/30,Interface,,,N5548-DR,2025-03-20T12:54:48.258246,,,,,,,,,,,2025-03-20T12:54:49.988180,,17424752900160404090c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,10.95.131.56,Cisco NX-OS,7.1(5)N1(1),who@where,snmplocation,N5548-DR-B,10.95.131.56_Ethernet1/29,Interface,,,N5548-DR,2025-03-20T12:54:48.258033,,,,,,,,,,,2025-03-20T12:54:49.988124,,17424752900160403990c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,10.95.131.56,Cisco NX-OS,7.1(5)N1(1),who@where,snmplocation,N5548-DR-B,10.95.131.56_Ethernet1/28,Interface,,,N5548-DR,2025-03-20T12:54:48.257805,,,,,,,,,,,2025-03-20T12:54:49.988068,,17424752900160403890c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,10.95.131.56,Cisco NX-OS,7.1(5)N1(1),who@where,snmplocation,N5548-DR-B,10.95.131.56_Ethernet1/26,Interface,,,N5548-DR,2025-03-20T12:54:48.257594,,,,,,,,,,,2025-03-20T12:54:49.988011,,17424752900160403790c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,10.95.131.56,Cisco NX-OS,7.1(5)N1(1),who@where,snmplocation,N5548-DR-B,10.95.131.56_Ethernet1/25,Interface,,,N5548-DR,2025-03-20T12:54:48.257377,,,,,,,,,,,2025-03-20T12:54:49.987951,,17424752900160403690c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,10.95.131.56,Cisco NX-OS,7.1(5)N1(1),who@where,snmplocation,N5548-DR-B,10.95.131.56_Ethernet1/24,Interface,,,N5548-DR,2025-03-20T12:54:48.257120,,,,,,,,,,,2025-03-20T12:54:49.987890,,17424752900160403590c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,10.95.131.56,Cisco NX-OS,7.1(5)N1(1),who@where,snmplocation,N5548-DR-B,10.95.131.56_Ethernet1/23,Interface,,,N5548-DR,2025-03-20T12:54:48.253816,,,,,,,,,,,2025-03-20T12:54:49.987827,,17424752900160403490c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,10.95.131.56,Cisco NX-OS,7.1(5)N1(1),who@where,snmplocation,N5548-DR-B,10.95.131.56_Ethernet1/18,Interface,,,N5548-DR,2025-03-20T12:54:48.253464,,,,,,,,,,,2025-03-20T12:54:49.987772,,17424752900160403390c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,10.95.131.56,Cisco NX-OS,7.1(5)N1(1),who@where,snmplocation,N5548-DR-B,10.95.131.56_Ethernet1/17,Interface,,,N5548-DR,2025-03-20T12:54:48.253251,,,,,,,,,,,2025-03-20T12:54:49.987717,,17424752900160403290c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,10.95.131.56,Cisco NX-OS,7.1(5)N1(1),who@where,snmplocation,N5548-DR-B,10.95.131.56_Ethernet1/12,Interface,,,N5548-DR,2025-03-20T12:54:48.253033,,,,,,,,,,,2025-03-20T12:54:49.987663,,17424752900160403190c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,10.95.131.56,Cisco NX-OS,7.1(5)N1(1),who@where,snmplocation,N5548-DR-B,10.95.131.56_Ethernet1/9,Interface,,,N5548-DR,2025-03-20T12:54:48.252802,,,,,,,,,,,2025-03-20T12:54:49.987605,,17424752900160403090c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,10.95.131.56,Cisco NX-OS,7.1(5)N1(1),who@where,snmplocation,N5548-DR-B,10.95.131.56_Ethernet1/5,Interface,,,N5548-DR,2025-03-20T12:54:48.252585,,,,,,,,,,,2025-03-20T12:54:49.987533,,17424752900160402990c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,10.95.131.56,Cisco NX-OS,7.1(5)N1(1),who@where,snmplocation,N5548-DR-B,10.95.131.56_Ethernet1/4,Interface,,,N5548-DR,2025-03-20T12:54:48.252302,,,,,,,,,,,2025-03-20T12:54:49.987480,,17424752900160402890c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,10.95.131.56,Cisco NX-OS,7.1(5)N1(1),who@where,snmplocation,N5548-DR-B,10.95.131.56_Ethernet1/3,Interface,,,N5548-DR,2025-03-20T12:54:48.251977,,,,,,,,,,,2025-03-20T12:54:49.987426,,17424752900160402790c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,10.95.131.56,Cisco NX-OS,7.1(5)N1(1),who@where,snmplocation,N5548-DR-B,10.95.131.56_Ethernet1/2,Interface,,,N5548-DR,2025-03-20T12:54:48.251707,,,,,,,,,,,2025-03-20T12:54:49.987372,,17424752900160402690c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,10.95.131.56,Cisco NX-OS,7.1(5)N1(1),who@where,snmplocation,N5548-DR-B,10.95.131.56_Ethernet1/1,Interface,,,N5548-DR,2025-03-20T12:54:48.251446,,,,,,,,,,,2025-03-20T12:54:49.987317,,17424752900160402590c6c138,1,,,,,,,,,,,,,
